id_station_itinerance,consolidated_longitude,consolidated_latitude,nbre_pdc,puissance_nominale
FRSSDPHOTMARCQ597001,3.100868,50.667549,2,22080
FRSSDPCORSINVOLVO010001,5.231753,46.225648,7,22080
FRSSDPHOTMAQUISETMER201451,9.399713,41.856361,2,22080
FRSSDPPAVOLVO106001,4.025353,48.32773,15,22080
FRSSDPMAURINTOYOTA340001,3.884912,43.589614,2,22080
FRSSDPPAVOLVO890001,3.572737,47.812232,9,22080
FRSSDPVULCAINVOLVO692001,4.871656,45.719143,12,22080
FRSSDPGHICLSAINTPHILIBERT59160,2.974386,50.651317,24,22080
FRSSDPLEMPEREURBMW624001,2.659517,50.512507,8,22080
FRSSDPCOCHETVOLVO743301,6.087058,45.924463,11,22080
FRSSDPCOCHETVOLVO741001,6.266699,46.200969,14,22080
FRSSDPGHICLSAINTVINCENT59000,3.076524,50.619593,7,22080
FRSSDPVULCAINVOLVO420001,4.390843,45.448346,13,200000
FRSSDPVULCAINVOLVO381701,5.69277,45.179125,9,200000
FRSSDPVULCAINVOLVO690091,4.797924,45.776456,7,22080
FRSSDPCFAUTOKIA206001,9.440248,42.648643,3,22080
FRSSDPCOCHETVOLVO734901,5.966794,45.564513,13,22080
FRSSDPPROMOCASHBEZIERS345001,3.274975,43.334483,2,22080
FRSSDPMTPUTILITAIRESVW346701,3.99799,43.653774,3,22080
FRSSDPKIAVIERZON181001,2.073005,47.204802,3,24000
FRSSDPVOLVOATHISMONS912001,2.371157,48.702795,32,22080
FRSSDPDUGARDINFORD592801,2.895,50.656473,5,22080
FRSSDPDUGARDINFORD622191,2.271136,50.739346,5,22080
FRSSDPDUGARDINFORD621001,1.884224,50.937055,5,22080
FRSSDPDUGARDINFORD622001,1.609276,50.696233,5,22080
FRSSDPDUGARDINFORD591551,3.086971,50.585035,5,22080
FRSSDPDUGARDINFORD593901,3.228926,50.675825,5,22080
FRSSDPDUGARDINFORD591401,2.356295,51.016497,5,22080
FRSSDPSAIPVOLKSWAGEN598601,3.548711,50.389708,3,22080
FRSSDPMAURINFORD132901,5.399147,43.507303,5,22080
FRSSDPMAURINFORD741001,6.264596,46.201308,5,22080
FRSSDPMAURINFORD840001,4.842409,43.926111,5,22080
FRSSDPMAURINFORD130101,5.400567,43.277012,5,22080
FRSSDPMAURINSUZUKI661001,2.905466,42.662325,10,22080
FRSSDPMAURINCARROSSERIE661001,2.902038,42.665713,6,22080
FRSSDPMAURINNISSAN1,2.903535,42.661424,6,22080
FRSSDPMAURINFORD309001,4.336615,43.816868,5,22080
FRSSDPHESSFIAT421521,4.530794,45.483167,2,22080
FRSSDPOTERA800001,2.263058,49.883793,4,22080
FRSSDPGRENARDFORD392001,5.828371,46.380921,5,22080
FRSSDPGRENARDFORD390001,5.558022,46.693989,5,22080
FRSSDPLEMPEREURMAZDA591871,3.121247,50.342806,4,22080
FRSSDPPROMOD598471,3.122175,50.689995,2,22080
FRSSDPSAIPVOLKSWAGEN597201,3.959254,50.258427,3,24000
FRSSDPGRIMALJEEP811001,2.220177,43.593892,3,22080
FRSSDPGRIMALJEEP810001,2.149281,43.941509,2,22080
FRSSDPMAURINVOLKSWAGEN041301,5.840248,43.864074,5,22080
FRSSDPMAURINVOLKSWAGEN050001,6.109011,44.573614,6,22080
FRSSDPMAURINFORD734201,5.885873,45.617901,5,22080
FRSSDPMAURINFORS831601,5.998587,43.136781,5,22080
FRSSDPMAURINFORD832001,5.897217,43.124982,7,22080
FRSSDPMAURINFORD131271,5.266113,43.426784,5,22080
FRSSDPSAIPVOLKSWAGEN594001,3.269992,50.166974,6,22080
FRSSDPSAIPVOLKSWAGEN622171,2.797323,50.266452,3,22080
FRSSDPHERMESFITILIEU384901,5.562664,45.564835,8,22080
FRSSDPGRIMVOLVO260001,4.935011,44.921741,19,22080
FRSSDPSARLECG387801,4.919764,45.530042,4,22080
FRSSDPDUFFORTVOLVO919401,2.194266,48.678035,18,22080
FRSSDPDUFFORTVOLVO286301,1.547116,48.451391,8,22080
FRSSDPDUFFORTVOLVO450001,1.92407,47.914071,12,22080
FRSSDPGROUPEFIBA218001,5.097769,47.312161,2,22080
FRSSDPGENERALAUTOVOLVO447001,-1.631036,47.25612,14,22080
FRSSDPCOMACMD814001,2.142497,44.05216,2,22080
FRSSDPGENERALAUTOVOLVO443501,-2.412787,47.322022,9,22080
FRSSDPPETAVITRILLIEUX691401,4.879498,45.814385,8,24000
FRSSDPMAURINVOLVO130101,5.400253,43.276274,16,22080
FRSSDPSOFIDAPEUGEOT626301,1.629044,50.519165,2,22080
FRSSDPGEANTCASINO202001,9.45321,42.70833,2,7360
FRSSDPABVVHYUNDAI955001,2.419238,48.997756,3,22080
FRSSDPMAIRIEAFA201671,8.797071,41.983815,2,22080
FRSSDPVULCAINVOLVO694001,4.74331,45.991161,7,22080
FRSSDPABVVVOLVO953101,2.12245,49.035994,17,22080
FRSSDPMAURINFORD111001,2.979658,43.154723,4,22080
FRSSDPMAURINFORD841001,4.845186,44.113579,4,22080
FRSSDPABVVVOLVO957001,2.511095,48.999531,6,22080
FRSSDPMAURINFORD831701,6.078015,43.405299,3,22080
FRSSDPABVVVOLVO605001,2.461236,49.204187,8,22080
FRSSDPMAURINFORD301001,4.112082,44.110259,4,22080
FRSSDPTOUFFLINMTP514201,4.132504,49.300667,2,22080
FRSSDPMAURINFORD746001,6.099967,45.885354,5,22080
FRSSDPDUNOYERPREDEMATH749401,6.16666,45.931379,2,22080
FRSSDPMAURINVOLKSWAGEN040001,6.184762,44.075673,3,24000
FRSSDPMAURINFORD134001,5.536087,43.287204,3,22080
FRSSDPHOTELAKENA106001,4.023518,48.307904,4,22080
FRSSDPGARAGENATION621001,1.871188,50.939667,4,22080
FRSSDPMAURINFORD732001,6.388653,45.661877,4,22080
FRSSDPMAURINFORD132001,4.642011,43.699624,3,22080
FRSSDPREGUILLONGUILLAUD384401,5.150752,45.501453,8,22080
FRSSDPREGUILLONREVENTIN381211,4.820331,45.487406,10,22080
FRSSDPREGUILLONMTP387801,4.919903,45.520388,4,24000
FRSSDPMAURINFORD138701,4.817745,43.89735,3,22080
FRSSDPMAURINFORD842001,5.049042,44.037645,4,22080
FRSSDPMAURINFORD833001,6.44755,43.531653,4,22080
FRSSDPMAURINFORD050001,6.108252,44.573353,6,22080
FRSSDPMAURINFORD041001,5.787923,43.824226,2,22080
FRSSDPMAURINFORD135001,5.039973,43.399142,3,22080
FRSSDPMAURINFORD110001,2.303864,43.204493,4,22080
FRSSDPMAURINFORD011701,6.069651,46.300506,4,22080
FRSSDPMAURINFORD742001,6.433607,46.352148,4,22080
FRSSDPMAURINFORD747001,6.633398,45.957456,4,22080
FREBNPOCMVHL5UIN,5.93622,43.127107,2,22000
FREBNPVHUBJ7QBC6,6.072311,43.439098,2,22000
FREBNPK9AZWC5W94,6.233294,43.562956,2,22000
FREBNPQUIK8EU3EI,5.926085,43.177244,2,22000
FREBNPIMX5QJAPON,5.898863,43.078878,2,22000
FREBNPZG0YWPL16J,5.993895,43.131758,2,22000
FREBNPXQHA8RY3C0,5.704812,43.185573,2,22000
FREBNPF2WBIZMGSY,6.125282,43.340772,2,22000
FREBNPHBB3TYFJFW,5.708931,43.181444,2,22000
FREBNPJBGVKCN6U7,5.976662,43.33822,2,22000
FREBNPDFTEM0U8ZB,6.627985,43.723321,2,22000
FREBNPX2OY3JOEPQ,6.233225,43.562878,2,22000
FREBNPVAJMYZYNQ8,6.016902,43.124845,2,22000
FREBNPCQMQZFLODZ,5.851185,43.393343,2,22000
FREBNPSEEISRFNFD,5.827597,43.109013,2,22000
FREBNPHXKNZ664DA,6.0778,43.1476,2,22000
FREBNPOMDPXMBHFV,6.534731,43.49274,2,22000
FREBNPPS4X9OLB4Z,6.482466,43.610596,2,22000
FREBNPNX8FKWS8GN,6.1298,43.1062,2,22000
FREBNPY4UAJNWN4K,6.0406,43.1488,2,22000
FREBNPV7ICDQ3LVR,5.806379,43.117049,2,22000
FREBNPNGQP8ETIBP,5.932443,43.130591,2,22000
FREBNPMR9BSJWNMJ,5.801015,43.120048,2,22000
FREBNPW7NM5NBTSY,5.9238871,43.13027018,2,22000
FREBNPS1UPSAI2WA,5.694532,43.166973,2,22000
FREBNPPBVWLY88ID,5.952178,43.107303,2,22000
FREBNPC4DAJBRGSS,5.943407,43.1085,2,22000
FREBNPGRL0MUCLX8,6.070709,43.147958,2,22000
FREBNPLKPXJJN0R7,6.149858,43.064793,2,22000
FREBNPEXSLDWIYGA,6.137923,43.111634,2,22000
FREBNPXJM25YBBQP,5.981366,43.139698,2,22000
FREBNPJRIJGWQ7GS,6.075492,43.147169,2,22000
FREBNPGTTHOQUJRW,6.018776,43.084552,2,22000
FREBNPKHJBBVINUJ,5.97218364,43.12926791,2,22000
FREBNPPXQQOQYXV2,5.936084,43.115201,2,22000
FREBNPL2KTMFZATR,5.907343,43.071083,2,22000
FREBNPGM4SFCKU5P,5.927429,43.075068,2,22000
FREBNPTXLNRF6IDO,5.935913,43.636472,2,22000
FREBNPVCES3C1APO,6.634532,43.442627,2,22000
FREBNPKLMBE6LVV9,6.691177,43.342474,2,22000
FREBNPNX7Q0NZIA4,6.636401,43.444287,2,22000
FREBNPAFJ2JVZ4L1,6.133562,43.116603,2,22000
FREBNPPT6DOEVM5R,6.028701,43.107001,2,22000
FREBNPFBD13FK4ZJ,6.238485,43.13889,2,22000
FREBNPXXGOJ7R8NU,6.644595,43.501255,2,22000
FREBNPBJDBRGOTJA,5.858855,43.452337,2,22000
FREBNPCKNLCKILQC,6.000823,43.134444,2,22000
FREBNPGTJYVLLJFU,5.753034,43.134693,2,22000
FREBNPPLT8JLOXFE,6.813964,43.525115,2,22000
FREBNPHCWWXBM9FJ,6.243153,43.774849,2,22000
FREBNPIVXGZYQXI3,6.382547,43.605991,2,22000
FREBNPYHQFQ5KDAE,6.543831,43.766333,2,22000
FREBNPUDLITAUEPN,6.140912,43.118344,2,22000
FREBNPGJ9LI4EFUY,6.571085,43.729968,2,22000
FREBNPGUJSPIPZNZ,6.625908,43.738191,2,22000
FREBNPGLCUE976K9,6.176766,43.732476,2,22000
FREBNPUOGJK0ALBQ,5.75708,43.608633,2,22000
FREBNPXAIFX7NXUY,5.983741,43.137653,2,22000
FREBNPQP7TLLYXNL,5.895401,43.143787,2,22000
FREBNPRRK1AVPNIS,6.304044,43.450901,2,22000
FREBNPSEODRBQGWL,6.137679,43.288093,2,22000
FREBNPF0HLVDBZUM,6.610836,43.2172196,2,22000
FREBNPYP50UQ5XFT,6.109689,43.12475,2,22000
FREBNPSP7TYXQZVE,5.752095,43.606096,2,22000
FREBNPRAV5DFEAEQ,6.125505,43.10854,2,22000
FREBNPP9AXQ55PSR,6.148806,43.047876,2,22000
FREBNPKYGXBCOEUN,6.225247,43.626467,2,22000
FREBNPPNZOLN3KQH,6.698561,43.536849,2,22000
FREBNPKT2CJWMHHT,6.699922,43.536283,2,22000
FREBNPTZ5AN63MMZ,6.229499,43.301314,2,22000
FREBNPTHCWDAWXKR,6.029939,43.553296,2,22000
FREBNPJDC6F1GITF,5.784954,43.471881,2,22000
FREBNPAZ12ROASTI,6.144734,43.226478,2,22000
FREBNPYJEH1BQMHQ,6.013545,43.308971,2,22000
FREBNPCRK2IWO5NY,5.847451,43.137181,2,22000
FREBNPLEYJ79ZALK,6.143279,43.228023,2,22000
FREBNPTFC7M4PURW,6.685957,43.45612,2,22000
FREBNPZKDZF8SDVA,5.811745,43.112475,2,22000
FREBNPZC6L4PI3AM,6.683481,43.453692,2,22000
FREBNPFOR8KTMTNA,5.736809,43.50392,2,22000
FREBNPNSZLO1DE4B,6.024325,43.106136,2,22000
FREBNPLNFOF1DSWU,6.021739,43.107612,2,22000
FREBNPFUTIVJGR3W,6.012054,43.311571,2,22000
FREBNPCEJHEYUHTK,6.23577,43.135207,2,22000
FREBNPWLVMFDV1MU,6.361105,43.490803,2,22000
FREBNPCOBGZQF7KR,6.316517,43.3927,2,22000
FREBNPY8NFJOVNCO,5.959930321,43.59811917,2,22000
FREBNPTMRZGC2FOR,5.889052,43.128623,2,22000
FREBNPNVJ5E3O6YT,5.9177624,43.4124305,2,22000
FREBNPF2310LROW6,6.442335,43.760432,2,22000
FREBNPMSA4LEJVKS,6.121209,43.473247,2,22000
FREBNPK0VTCHYACN,6.566681,43.470632,2,22000
FREBNPQGDY5JC7JJ,5.785255,43.371555,2,22000
FREBNPFJYNYUSSSJ,6.765235,43.617906,2,22000
FREBNPDBGJDBSHVN,6.22004267,43.6266837,2,22000
FREBNPBFO8FWAXWY,6.357913,43.314384,2,22000
FREBNPI0SJOBBFTP,6.463953,43.208338,2,22000
FREBNPCYFHJJ,4.9175,45.5281,2,22000
FREBNPMDNBIGKUXC,6.222372,43.427744,2,22000
FREBNPUIM5AFHJMR,4.6887,44.484416,2,22000
FREBNPFUHOEZSQEV,4.392542,44.62086,2,22000
FREBNPSY0KHPYENM,4.418393,44.539131,2,22000
FREBNPNEKQQUXFMO,4.66594299,45.166995,2,22000
FREBNPBD2JDOGVLL,4.61752,45.151355,2,22000
FREBNPO3TC1Q6PSG,4.835527,45.0643,2,22000
FREBNPGHRMESD8H2,4.397295,44.626255,2,22000
FREBNPZB114AMUO7,4.215867,44.463088,2,22000
FREBNPL4TPSNGBZU,3.8506602,45.33388671,2,22000
FREBNPUELO0XXIY8,4.23633,44.393373,2,22000
FREBNPBWIXDHWDKU,4.629389,44.503,2,22000
FREBNPYMML6GJU6C,4.632694,44.7145,2,22000
FREBNPWLQ1UX3WUN,4.662959,44.706977,2,22000
FREBNPBPQKMWBSOI,4.625431,44.438699,2,22000
FREBNPJHNMPLBVVS,4.643774,44.371477,2,22000
FREBNPZHXKZIMNZM,4.382688,44.599646,2,22000
FREBNPHM8S9VMJ8N,4.341696,44.597907,2,22000
FREBNPURUMP2J3YM,4.765453,44.657171,2,22000
FREBNPVFVIHSTRMO,4.80108,45.271138,2,22000
FREBNPGCVCJP15M7,4.7268,45.286166,2,22000
FREBNPTHXUW7AKVF,4.799815,45.187721,2,22000
FREBNPJNCQWIKSDA,4.682286,44.550008,2,22000
FREBNPV8Z6ZGXG2M,4.597261,44.553365,2,22000
FREBNPXDQPVX,4.72489514,44.60970725,2,22000
FREBNPJXWL9CLYQP,4.798643,45.239897,2,22000
FREBNPYOTTUNSLP2,4.24175,44.479972,2,22000
FREBNPIGOBQMLJPP,4.255207,44.482199,2,22000
FREBNPQ1XKQPXDSW,4.831528,45.038472,2,22000
FREBNPFRGYSKJMI9,4.815346,45.083486,2,22000
FREBNPZNYOVG5Q1H,4.568563,44.301353,2,22000
FREBNPB7F7XR3ZNB,4.534159,44.366203,2,22000
FREBNPCTFQBS,4.2218,44.6758,2,22000
FREBNPMGABJYHNMV,4.685681,44.552929,2,22000
FREBNPC68QZRW5IK,3.71035,45.19631,2,22000
FREBNPPPSSYUNFPG,3.84579,45.33199,2,22000
FREBNPEDRVAH0JV8,3.69669,45.31652,2,22000
FREBNPZH6GCTOHJB,4.579153,44.726121,2,22000
FREBNPBDBS1JFEDO,4.155203,44.366488,2,22000
FREBNPBBW5E0H7F7,4.201782,44.373635,2,22000
FREBNPPR9GFHI1ZR,4.254712,44.298979,2,22000
FREBNPUGOFN7UN37,4.870804,44.932387,2,22000
FREBNPP8F2SQ4CDB,4.358827,44.719448,2,22000
FREBNPMQRRNQ3NVI,4.534039,45.119859,2,22000
FREBNPCCH5F8VIHB,4.883509,44.935071,2,22000
FREBNPRL5NBTAUSM,4.695439,45.066154,2,22000
FREBNPOHIKRIFSOE,4.704728,44.588025,2,22000
FREBNPAT2IKRY1YG,4.625376,45.085456,2,22000
FREBNPRGOY0O3953,4.553613,45.202235,2,22000
FREBNPECO0VKGSLD,4.765732,44.941794,2,22000
FREBNPDXM6EBUDLM,4.70591,45.257324,2,22000
FREBNPSTY1D71XSX,4.71452,45.2187,2,22000
FREBNPKGWFWAHGAN,4.365731,44.665798,2,22000
FREBNPSAURCW,4.42219,44.9065,2,22000
FREBNPEBHUSN,4.64776,44.8977,2,22000
FREBNPKAKUUL,3.97075,44.8031,2,22000
FREBNPYPCKYR,4.10358,44.7779,2,22000
FREBNPGMGOBJACDW,4.613528,44.30425,2,22000
FREBNPK4HHCPMLJM,4.20786,44.711,2,22000
FREBNPRKLKJ18RNS,4.445178,44.652523,2,22000
FREBNPG9WTPPZMMX,4.267563,44.681074,2,22000
FREBNPEYZ3RALMSG,4.623651,44.735891,2,22000
FREBNPK59SHDHWTV,4.598804,44.736443,2,22000
FREBNPWRWQNR,4.2569,44.6352,2,22000
FREBNPTE9XLMEDEJ,4.59005,44.734135,2,22000
FREBNPAQKP45UGO1,4.670735,45.241713,2,22000
FREBNPYMTDSVDIJN,4.598438,44.734181,2,22000
FREBNPCHQCBVH6YS,4.574741,44.720654,2,22000
FREBNPR3ZND15N5P,4.848103,44.960719,2,22000
FREBNPUJHUNV,4.35146,44.808,2,22000
FREBNPEAMPVLYEPK,4.856624,44.94513,2,22000
FREBNPDVX2BDOT0V,4.366008,44.345122,2,22000
FREBNPR3FECEWLZD,4.41797,44.447861,2,22000
FREBNPLHNDJZAIFZ,4.83965,44.94409,2,22000
FREBNPCXQHLM,4.06294,44.8161,2,22000
FREBNPM5CD2VVGLM,4.299883,44.426088,2,22000
FREBNPTGGQTZ,4.00661,44.7284,2,22000
FREBNPQZWCVQ,3.89792,44.7303,2,22000
FREBNPMRH2IYQPC5,4.829734,44.856094,2,22000
FREBNPBTR9WYDZA8,4.674702,45.244738,2,22000
FREBNPZIQGK2O3XP,4.343681,44.424621,2,22000
FREBNPANJXNT,4.39372,45.0099,2,22000
FREBNPMSHPUS,4.07317,44.5323,2,22000
FREBNPAVVJGL,4.58457,44.8214,2,22000
FREBNPMRKKQCRF0B,4.386888,44.620794,2,22000
FREBNPLRP071S55P,4.399957,44.351686,2,22000
FREBNPR4UYHEAYOG,4.413857,44.31816,2,22000
FREBNPKBJBS33OUJ,4.39753,44.406231,4,22000
FREBNPUDPQ78VIEG,4.501929,44.558368,2,22000
FREBNPL2PVKCY1TX,4.387469,44.619624,2,22000
FREBNPG03APSS9V1,4.36312,44.563802,2,22000
FREBNPUEVBPQ8MI8,4.451231,44.555261,2,22000
FREBNPHWZQNS,3.95545,44.6512,2,22000
FREBNPB0LKPLIYGT,4.342456,44.453956,2,22000
FREBNPAWVBDU,4.22643,44.7905,2,22000
FREBNPGFZEQP,4.18949,44.8092,2,22000
FREBNPBKGPFE,4.27483,44.8673,2,22000
FREBNPRCWJYG,4.48872,44.8149,2,22000
FREBNPGWLPHY,3.96914,44.6071,2,22000
FREBNPCTXCZNNDNM,4.325842,44.537509,2,22000
FREBNPUTZ2KU4Z0Y,4.291861,44.538528,2,22000
FREBNPHLF6XDN9UE,4.65860545,45.227264,2,22000
FREBNPIAYB6RCTET,4.307057,44.447701,2,22000
FREBNPUVZMY6BLLA,3.94333,44.99135,2,22000
FREBNPGFHM4A7HUU,3.89164,45.04276,2,22000
FREBNPE6Y7M7AMVB,4.85676,44.36141,2,22000
FREBNPLLZYYD,5.0225,44.8715,2,22000
FREBNPMHLFDHWBOA,3.849828,44.894145,2,44000
FREBNPSKIDXQPPDJ,4.122835,45.144505,2,44000
FREBNPCLFAVQ,4.93832,44.8003,2,22000
FREBNPHCVY8ZZGX8,4.957015,44.972802,2,22000
FREBNPWDLJPIX1QR,5.450919,44.616002,2,22000
FREBNPLCSCVQIEWU,3.881278,45.049778,2,22000
FREBNPSGRPBU,5.41656,44.9687,2,22000
FREBNPDRERGYFIWV,4.936933,45.015669,2,22000
FREBNPGBMHGY,5.01835,44.8993,2,22000
FREBNPJLQKAG,4.92192,44.86594,2,22000
FREBNPPXZORUFFWG,3.386839,45.294012,2,50000
FREBNPMQK82BCMDT,3.886055,45.040595,2,44000
FREBNPCSC0TUMVZJ,4.23258,45.24424,2,22000
FREBNPFHJTIMLKOG,4.43568,45.1428,2,22000
FREBNPWVFSVWVVI6,4.03682,45.20158,2,22000
FREBNPUINJVNH6Q6,4.29221,45.11508,2,22000
FREBNPFRY0Q66XR9,4.3136,45.34064,2,22000
FREBNPL4NKVCKURV,3.54074,45.15616,2,24000
FREBNPQNZBOX38KS,4.27371,45.30199,2,22000
FREBNPQQ4AFDK4RT,3.31931,45.40492,2,22000
FREBNPA6GGB1AQMP,3.515296,45.206547,2,22000
FREBNPYEA0UXRKNY,4.20076,45.37026,2,22000
FREBNPXNTOYCDUUU,4.976144,44.989731,2,22000
FREBNPRHLBTLPSI5,4.9767,44.9891,2,22000
FREBNPYYBZKF,5.02737,44.9355,2,22000
FREBNPMBKYAM,4.88401,44.8756,2,22000
FREBNPP4BGHJXHOT,4.763941,44.345787,2,22000
FREBNPHLDZRB6LRZ,5.367919,44.75614,2,22000
FREBNPAVUGAR5K1V,4.886768,45.272129,2,22000
FREBNPZVTPWBGVUT,4.813139,45.295163,2,22000
FREBNPOMHSNRMBVM,5.218949,44.428743,2,22000
FREBNPEDVOP2GKDT,5.118107,44.35214,2,22000
FREBNPHHI7NXS2BU,5.063022,44.332828,2,22000
FREBNPDOTZDZMFFW,4.790972,44.33132,2,22000
FREBNPDXPLVE,4.89067,44.8405,2,22000
FREBNPBAWG4VXXRC,4.760774,44.532597,2,22000
FREBNPEBYI5NPO9K,4.769987,44.347337,2,22000
FREBNPTZZHBY,4.87871,44.874,2,22000
FREBNPXPWLH9URLF,5.27678869,44.5691193,2,22000
FREBNPBRKYBY,5.05141,45.0423,2,22000
FREBNPZ4C1VGM0DH,4.9333,44.5448,2,22000
FREBNPBIAIJUVWY6,5.372968,44.751122,2,22000
FREBNPLOGXNLQR1V,5.401908,44.712392,2,22000
FREBNPJKA3JEAMYP,4.960262,45.229445,2,22000
FREBNPGXLFC4JZQM,3.81171,45.13562,2,22000
FREBNPQNMZFMYOCR,3.631,45.093055,2,22000
FREBNPMTR64UDKFK,3.85666,45.06895,2,22000
FREBNPMYQBUNOQVJ,4.30415,45.06124,2,24000
FREBNPN0APSWIASX,4.05984,45.09719,2,22000
FREBNPJDWQT9CAE8,4.17089,45.2951,2,24000
FREBNPKKT7GPURKL,4.29389,45.16762,2,22000
FREBNPHMCSUP77H7,3.76284,45.07478,2,24000
FREBNPFA9HZSEBKE,3.48785,44.86069,2,22000
FREBNPGJ3MKVO5IB,4.15323,44.90396,2,24000
FREBNPED9WZC9LMX,4.34412,45.21375,2,22000
FREBNPOYTKDNTXGM,3.90733,45.12107,2,22000
FREBNPPVQEXFHYMO,3.90828,45.18615,2,22000
FREBNPELNZBQTZOX,3.87728,45.04768,2,22000
FREBNPGB6G3PUH3V,3.387615,45.291636,2,22000
FREBNPCOEZJEA3UI,3.883293,45.031025,2,22000
FREBNPWRN07GJM7H,4.11404,45.30546,2,22000
FREBNPEMWSK7UUY4,3.92956,45.0469,2,22000
FREBNPAJT1WFBIB4,3.17263,45.31767,2,22000
FREBNPGRUGMK6YCJ,3.902205,45.060964,2,22000
FREBNPHQJOCGGRNM,4.09876,45.257872,2,22000
FREBNPBBB8GR3JG1,3.38137544,45.29758934,2,22000
FREBNPZDR9Q4PKYJ,3.883702,44.7698789,2,22000
FREBNPBV4HG5JPFC,3.8785064,45.0295307,2,22000
FREBNPNQ6WNF6GJD,4.06222,45.03316,2,22000
FREBNPYFU3HJXG3L,3.549119,44.959245,2,22000
FREBNPYVGSKBCI4J,6.626622,44.241315,2,22000
FREBNPVDPQRVEOZH,5.78056,43.83339,2,22000
FREBNPHU7ZHXIDPR,5.842387,43.876715,2,22000
FREBNPWXTEE2IGIX,6.009624,44.095176,2,22000
FREBNPTUDR0E6GUP,5.796637,43.83,2,22000
FREBNPRAATACOPRW,5.7837,43.83019,2,22000
FREBNPTGQQ9EOFPO,5.784201,43.835102,2,22000
FREBNPLK9N6FGDHT,5.591744,43.855664,2,22000
FREBNPQYJLX8F4UH,6.013327,44.11129,2,22000
FREBNPIXBABVQUXW,5.992738,44.074343,2,22000
FREBNPZ3QABMCZC1,5.858366,44.266426,2,22000
FREBNPDBC1X2LWNF,5.765247,43.786687,2,22000
FREBNPJZXFBNTFY9,6.149061,44.1495,2,22000
FREBNPSJXUZ7WVZF,6.62872,44.18199,2,22000
FREBNPREJFYYSDM4,5.781649,43.959465,2,22000
FREBNPUKPJV9OC6M,5.890822,43.927252,2,22000
FREBNPNTGMS3IKER,6.601126,44.370105,2,22000
FREBNPQ95UGK3FNX,6.654159,44.387667,2,22000
FREBNPOBSGYTJHXU,6.038995,43.698242,2,22000
FREBNPDIMB9HNUST,5.764642,43.93593,2,22000
FREBNPUBG4WBEFLR,6.230547,44.09287,2,22000
FREBNPS4VXC1ZBVR,6.5692,44.290693,2,22000
FREBNPQLKVQH0DOT,5.805136,43.829352,2,22000
FREBNPMQTUEZ,6.09219,43.8167,2,22000
FREBNPMNVNQJ,5.94514,44.1987,2,22000
FREBNPUYBDVS,6.31201,44.3711,2,22000
FREBNPPMYFKJ,6.35781,44.3521,2,22000
FREBNPZCALPN,5.62843,44.0379,2,22000
FREBNPM7ZASMMQY6,6.60302,44.3699,2,24000
FREBNPACHVAB,5.98638,43.8365,2,22000
FREBNPLPQNUV,5.78116,44.043,2,22000
FREBNPKDUPPQ,6.12718,43.8627,2,22000
FREBNPCDVWPX,5.60693,44.171957,2,22000
FREBNPXBFXBY,6.34313,43.7805,2,22000
FREBNPVSQHNQ,6.15186,43.7592,2,22000
FREBNPUQWWKV,6.5085,43.9672,2,22000
FREBNPAHJLY7UVLM,6.23938,44.094728,2,22000
FREBNPCA3BLMPVBD,6.238784,44.090763,2,22000
FREBNPZQJLTS8LZQ,5.7499732,43.8109723,2,22000
FREBNPMONTMARAULTH,2.95552,46.3171,2,22000
FREBNPLAPALISSEVE,3.61178,46.2463,2,50000
FREBNPSAINTPOURCAIN,3.29217,46.3067,2,50000
FREBNPCENTREROUTIER,3.36124,46.5062,2,44000
FREBNPWD8KTGUBE3,3.41637,46.12908,2,50000
FREBNPPIHT6XLNGT,3.3296,46.56562,2,44000
FREBNPJCAUYPEAYA,3.1959,46.10168,2,50000
FREBNPVS6SOGHFTE,6.0308339,45.0527698,2,22000
FREBNPMONTLUCONGI,2.60975,46.3396,2,22000
FREBNPMONTLUCONPI,2.60423,46.3414,2,22000
FREBNPSAINTVICTORLA,2.58477,46.3787,2,50000
FREBNPMONTLUCONAT,2.60412,46.3478,2,22000
FREBNPLURCYLEVIS,2.9377,46.7277,2,22000
FREBNPLEMAYET,3.66512,46.07,2,22000
FREBNPLEMONTET,3.05179,46.4088,2,22000
FREBNPNOYANTMARCHE,3.12541,46.4799,2,22000
FREBNPNEUILLYLEREAL,3.43213,46.4653,2,22000
FREBNPMOULINSRE,3.3389,46.5633,2,22000
FREBNPMFMJGR,2.83132,46.474,2,44000
FREBNPXQQCZS16EH,6.735105,44.419531,2,22000
FREBNPSZNPWU,5.54716,44.0824,2,22000
FREBNPANDDND3BDK,5.918223,43.917451,2,22000
FREBNPJZZ4ARDOAD,6.680762,44.374162,2,22000
FREBNPBWUC0Z5W3X,5.717422,43.909233,2,22000
FREBNPVHJVGW,6.22201,43.8438,2,22000
FREBNPPING60TSNE,2.69498,46.7056,2,50000
FREBNPMOULINSHOPITAL,3.32408,46.5712,2,50000
FREBNPDOMPIERRE,3.68414,46.5176,2,50000
FREBNPBKPTAV,2.96782,46.3251,2,50000
FREBNPAQUALUDIQUE,3.396184,46.127122,2,44000
FREBNPZACDZS,6.29439297,44.4571429,2,22000
FREBNPYDYHNZJJKE,5.77988,43.95895,2,22000
FREBNPPYBWJB,4.12942,44.5878,2,22000
FREBNPEL284IFGMN,4.638471,45.188983,2,22000
FREBNPWHEP9NLKD4,4.781453,44.799609,2,22000
